proprietaryname,proprietarynamesuffix,nonproprietaryname,dosageformname,routename,startmarketingdate,endmarketingdate,substancename,active_numerator_strength,active_ingred_unit,pharm_classes
BOTOX Cosmetic,,onabotulinumtoxinA,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,20080715,,BOTULINUM TOXIN TYPE A,50,[USP&apos'U]/1,"Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]"
BOTOX,,onabotulinumtoxinA,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRADERMAL; INTRAMUSCULAR,20100111,,BOTULINUM TOXIN TYPE A,200,[USP&apos'U]/1,"Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]"
LASTACAFT,,alcaftadine,SOLUTION/ DROPS,OPHTHALMIC,20101101,,ALCAFTADINE,2.5,mg/mL,
REFRESH OPTIVE Advanced,,"carboxymethylcellulose sodium, glycerin, and polysorbate 80",SOLUTION/ DROPS,OPHTHALMIC,20111130,,CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80,5; 10; 5,mg/mL; mg/mL; mg/mL,
VIVITE Aftercare Environmental Protection Sunscreen SPF 30,,"octinoxate, octisalate, zinc oxide",CREAM,TOPICAL,20111015,20150630,OCTINOXATE; OCTISALATE; ZINC OXIDE,75; 40; 78,mg/g; mg/g; mg/g,
BETAGAN,,levobunolol hydrochloride,SOLUTION/ DROPS,OPHTHALMIC,19860724,,LEVOBUNOLOL HYDROCHLORIDE,5,mg/mL,"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"
REFRESH OPTIVE Advanced,,"carboxymethylcellulose sodium, glycerin, polysorbate 80",SOLUTION/ DROPS,OPHTHALMIC,20130115,,CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80,5; 10; 5,mg/mL; mg/mL; mg/mL,
REFRESH CELLUVISC,,carboxymethylcellulose sodium,GEL,OPHTHALMIC,19891004,,CARBOXYMETHYLCELLULOSE SODIUM,10,mg/mL,
VANIQA,,eflornithine hydrochloride,CREAM,TOPICAL,20130601,,EFLORNITHINE HYDROCHLORIDE,139,mg/g,"Antiprotozoal [EPC],Decarboxylase Inhibitor [EPC],Decarboxylase Inhibitors [MoA]"
SKIN MEDICA Purifying Foaming Wash,,salicylic acid,LIQUID,TOPICAL,20130101,,SALICYLIC ACID,20,mg/mL,
SkinMedica Purifying Toner,,Salicylic Acid,LIQUID,TOPICAL,20130101,20151031,SALICYLIC ACID,20,mg/mL,
SkinMedica TNS Ultimate Daily Moisturizer Sunscreen SPF 20,,"octinoxate, zinc oxide",CREAM,TOPICAL,20130101,,OCTINOXATE; ZINC OXIDE,75; 53,mg/g; mg/g,
SkinMedica Daily Physical Defense SPF 30 Sunscreen,,"Titanium Dioxide, zinc oxide",CREAM,TOPICAL,20130101,,TITANIUM DIOXIDE; ZINC OXIDE,73; 34,mg/g; mg/g,
SkinMedica Environmental Defense Sunscreen SPF 50,,"Octinoxate, Octisalate, Octocrylene, Oxybenzone, Zinc Oxide",CREAM,TOPICAL,20130101,,OCTINOXATE; OCTISALATE; OCTOCRYLENE; OXYBENZONE; ZINC OXIDE,75; 50; 20; 60; 33,mg/g; mg/g; mg/g; mg/g; mg/g,
SkinMedica Acne Treatment,,benzoyl peroxide,LOTION,TOPICAL,20130101,,BENZOYL PEROXIDE,25,mg/g,
Polytrim,,polymyxin b sulfate and trimethoprim sulfate,SOLUTION/ DROPS,OPHTHALMIC,19900123,,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,100000; 1,[USP'U]/mL; mg/mL,"Polymyxin-class Antibacterial [EPC],Polymyxins [Chemical/Ingredient],Dihydrofolate Reductase Inhibitor Antibacterial [EPC],Dihydrofolate Reductase Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Organic Cation Transporter 2 Inhibitors [MoA]"
TAZORAC,,tazarotene,GEL,CUTANEOUS,19970801,,TAZAROTENE,0.5,mg/g,"Retinoid [EPC],Retinoids [Chemical/Ingredient]"
AZELEX,,azelaic acid,CREAM,CUTANEOUS,19960321,,AZELAIC ACID,0.2,g/g,"Decreased Protein Synthesis [PE],Decreased Sebaceous Gland Activity [PE]"
ALOCRIL,,nedocromil sodium,SOLUTION/ DROPS,OPHTHALMIC,20000203,,NEDOCROMIL SODIUM,20,mg/mL,"Decreased Histamine Release [PE],Mast Cell Stabilizer [EPC]"
TAZORAC,,tazarotene,CREAM,CUTANEOUS,20001115,,TAZAROTENE,0.5,mg/g,"Retinoid [EPC],Retinoids [Chemical/Ingredient]"
TAZORAC,,tazarotene,CREAM,CUTANEOUS,20001113,,TAZAROTENE,1,mg/g,"Retinoid [EPC],Retinoids [Chemical/Ingredient]"
RESTASIS,,cyclosporine,EMULSION,OPHTHALMIC,20030401,,CYCLOSPORINE,0.5,mg/mL,"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
ALPHAGAN P,,brimonidine tartrate,SOLUTION/ DROPS,OPHTHALMIC,20010710,,BRIMONIDINE TARTRATE,1.5,mg/mL,"Adrenergic alpha-Agonists [MoA],alpha-Adrenergic Agonist [EPC]"
ELESTAT,,epinastine hydrochloride,SOLUTION/ DROPS,OPHTHALMIC,20040119,,EPINASTINE HYDROCHLORIDE,0.5,mg/mL,"Adrenergic Agonists [MoA],Adrenergic Receptor Agonist [EPC],Decreased Histamine Release [PE],Histamine H1 Receptor Antagonists [MoA],Histamine-1 Receptor Inhibitor [EPC]"
REFRESH LIQUIGEL,,Carboxymethylcellulose sodium,GEL,OPHTHALMIC,20011004,,CARBOXYMETHYLCELLULOSE SODIUM,10,mg/mL,
COMBIGAN,,"brimonidine tartrate, timolol maleate",SOLUTION/ DROPS,OPHTHALMIC,20071114,,BRIMONIDINE TARTRATE; TIMOLOL MALEATE,2; 5,mg/mL; mg/mL,"Adrenergic alpha-Agonists [MoA],alpha-Adrenergic Agonist [EPC],Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"
BOTOX Cosmetic,,onabotulinumtoxinA,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,20080520,,BOTULINUM TOXIN TYPE A,100,[USP&apos'U]/1,"Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]"
AVAGE,,tazarotene,CREAM,CUTANEOUS,20030107,,TAZAROTENE,1,mg/g,"Retinoid [EPC],Retinoids [Chemical/Ingredient]"
ACULAR LS,,ketorolac tromethamine,SOLUTION/ DROPS,OPHTHALMIC,20030819,,KETOROLAC TROMETHAMINE,4,mg/mL,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
ALPHAGAN P,,brimonidine tartrate,SOLUTION/ DROPS,OPHTHALMIC,20060125,,BRIMONIDINE TARTRATE,1,mg/mL,"Adrenergic alpha-Agonists [MoA],alpha-Adrenergic Agonist [EPC]"
ELIGARD,,leuprolide acetate,KIT,,20020123,,,,,
Demerol,,Meperidine Hydrochloride,TABLET,ORAL,19421110,,MEPERIDINE HYDROCHLORIDE,50,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
Demerol,,Meperidine Hydrochloride,TABLET,ORAL,20130401,,MEPERIDINE HYDROCHLORIDE,50,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
Demerol,,Meperidine Hydrochloride,TABLET,ORAL,19421110,,MEPERIDINE HYDROCHLORIDE,100,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
Demerol,,Meperidine Hydrochloride,TABLET,ORAL,20120521,,MEPERIDINE HYDROCHLORIDE,100,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
DRISDOL,,Ergocalciferol,"CAPSULE, LIQUID FILLED",ORAL,19741111,,ERGOCALCIFEROL,1.25,mg/1,"Ergocalciferols [Chemical/Ingredient],Provitamin D2 Compound [EPC]"
ELOXATIN,,oxaliplatin,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20060602,,OXALIPLATIN,5,mg/mL,"Platinum-based Drug [EPC],Platinum-containing Compounds [Chemical/Ingredient]"
ELOXATIN,,oxaliplatin,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,20060602,,OXALIPLATIN,5,mg/mL,"Platinum-based Drug [EPC],Platinum-containing Compounds [Chemical/Ingredient]"
ELIGARD,,leuprolide acetate,KIT,,20020123,,,,,
ELIGARD,,leuprolide acetate,KIT,,20020123,,,,,
ELIGARD,,leuprolide acetate,KIT,,20020123,,,,,
Phisohex,,hexachlorophene,EMULSION,TOPICAL,19760611,,HEXACHLOROPHENE,30,mg/mL,Antiseptic [EPC]
Plaquenil,,Hydroxychloroquine Sulfate,"TABLET, FILM COATED",ORAL,19550418,,HYDROXYCHLOROQUINE SULFATE,200,mg/1,Antirheumatic Agent [EPC]
Primaquine Phosphate,,Primaquine Phosphate,"TABLET, FILM COATED",ORAL,20110415,,PRIMAQUINE PHOSPHATE,15,mg/1,Antimalarial [EPC]
Ferrlecit,,sodium ferric gluconate complex,INJECTION,INTRAVENOUS,20110301,,SODIUM FERRIC GLUCONATE COMPLEX,12.5,mg/mL,"Iron [Chemical/Ingredient],Parenteral Iron Replacement [EPC],Phosphate Binder [EPC],Phosphate Chelating Activity [MoA]"
Ferrlecit,,sodium ferric gluconate complex,INJECTION,INTRAVENOUS,20140707,,SODIUM FERRIC GLUCONATE COMPLEX,12.5,mg/mL,"Iron [Chemical/Ingredient],Parenteral Iron Replacement [EPC],Phosphate Binder [EPC],Phosphate Chelating Activity [MoA]"
Multaq,,Dronedarone,"TABLET, FILM COATED",ORAL,20090701,,DRONEDARONE,400,mg/1,"Antiarrhythmic [EPC],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"
Uroxatral,,alfuzosin hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20090605,,ALFUZOSIN HYDROCHLORIDE,10,mg/1,"Adrenergic alpha-Antagonists [MoA],alpha-Adrenergic Blocker [EPC]"
Elitek,,rasburicase,KIT,,20020712,,,,,
Elitek,,rasburicase,KIT,,20060601,,,,,
Ambien,,zolpidem tartrate,"TABLET, FILM COATED",ORAL,19930401,,ZOLPIDEM TARTRATE,5,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]"
Ambien,,zolpidem tartrate,"TABLET, FILM COATED",ORAL,19930401,,ZOLPIDEM TARTRATE,10,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]"
Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,,ZOLPIDEM TARTRATE,6.25,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]"
Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,,ZOLPIDEM TARTRATE,12.5,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]"
Xyzal,,levocetirizine dihydrochloride,"TABLET, FILM COATED",ORAL,20070809,,LEVOCETIRIZINE DIHYDROCHLORIDE,5,mg/1,"Histamine H1 Receptor Antagonists [MoA],Histamine-1 Receptor Antagonist [EPC]"
Xyzal,,levocetirizine dihydrochloride,SOLUTION,ORAL,20080402,,LEVOCETIRIZINE DIHYDROCHLORIDE,0.5,mg/mL,"Histamine H1 Receptor Antagonists [MoA],Histamine-1 Receptor Antagonist [EPC]"
Aplenzin,,bupropion hydrobromide,"TABLET, EXTENDED RELEASE",ORAL,20090330,20170331,BUPROPION HYDROBROMIDE,174,mg/1,"Aminoketone [EPC],Dopamine Uptake Inhibitors [MoA],Increased Dopamine Activity [PE],Increased Norepinephrine Activity [PE],Norepinephrine Uptake Inhibitors [MoA]"
Aplenzin,,bupropion hydrobromide,"TABLET, EXTENDED RELEASE",ORAL,20090330,20170331,BUPROPION HYDROBROMIDE,348,mg/1,"Aminoketone [EPC],Dopamine Uptake Inhibitors [MoA],Increased Dopamine Activity [PE],Increased Norepinephrine Activity [PE],Norepinephrine Uptake Inhibitors [MoA]"
Aplenzin,,bupropion hydrobromide,"TABLET, EXTENDED RELEASE",ORAL,20090330,,BUPROPION HYDROBROMIDE,522,mg/1,"Aminoketone [EPC],Dopamine Uptake Inhibitors [MoA],Increased Dopamine Activity [PE],Increased Norepinephrine Activity [PE],Norepinephrine Uptake Inhibitors [MoA]"
Oforta,,fludarabine phosphate,"TABLET, FILM COATED",ORAL,20091231,,FLUDARABINE PHOSPHATE,10,mg/1,"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]"
Jevtana,,cabazitaxel,KIT,,20100617,,,,,
Auvi-Q,,epinephrine,INJECTION,INTRAMUSCULAR; SUBCUTANEOUS,20121115,,EPINEPHRINE,0.15,mg/1,"Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient]"
Auvi-Q,,epinephrine,INJECTION,INTRAMUSCULAR; SUBCUTANEOUS,20121115,,EPINEPHRINE,0.3,mg/1,"Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient]"
ZALTRAP,,ziv-aflibercept,"SOLUTION, CONCENTRATE",INTRAVENOUS,20120803,,AFLIBERCEPT,100,mg/4mL,
ZALTRAP,,ziv-aflibercept,"SOLUTION, CONCENTRATE",INTRAVENOUS,20120803,,AFLIBERCEPT,200,mg/8mL,
Leukine,,SARGRAMOSTIM,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19910501,,SARGRAMOSTIM,250,ug/mL,"Granulocyte Colony-Stimulating Factor [Chemical/Ingredient],Granulocyte-Macrophage Colony-Stimulating Factor [Chemical/Ingredient],Increased Myeloid Cell Production [PE],Leukocyte Growth Factor [EPC]"
Leukine,,SARGRAMOSTIM,LIQUID,INTRAVENOUS; SUBCUTANEOUS,19961201,,SARGRAMOSTIM,500,ug/mL,"Granulocyte Colony-Stimulating Factor [Chemical/Ingredient],Granulocyte-Macrophage Colony-Stimulating Factor [Chemical/Ingredient],Increased Myeloid Cell Production [PE],Leukocyte Growth Factor [EPC]"
Avapro,,irbesartan,TABLET,ORAL,20130101,,IRBESARTAN,75,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Avapro,,irbesartan,TABLET,ORAL,20130101,,IRBESARTAN,150,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Avapro,,irbesartan,TABLET,ORAL,20130101,,IRBESARTAN,300,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"
Avalide,,irbesartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,20130101,,HYDROCHLOROTHIAZIDE; IRBESARTAN,12.5; 150,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Avalide,,irbesartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,20130101,,HYDROCHLOROTHIAZIDE; IRBESARTAN,12.5; 300,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Clolar,,clofarabine,INJECTION,INTRAVENOUS,20130401,,CLOFARABINE,1,mg/mL,"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]"
Mozobil,,PLERIXAFOR,SOLUTION,SUBCUTANEOUS,20130901,,PLERIXAFOR,24,mg/1.2mL,"Hematopoietic Stem Cell Mobilizer [EPC],Increased Hematopoietic Stem Cell Mobilization [PE]"
TOUJEO,,insulin glargine,"INJECTION, SOLUTION",SUBCUTANEOUS,20150225,,INSULIN GLARGINE,300,U/mL,"Insulin [Chemical/Ingredient],Insulin Analog [EPC]"
Afrezza,,Insulin Human,"POWDER, METERED",RESPIRATORY (INHALATION),20140711,,INSULIN HUMAN,4,1/1,"Insulin [Chemical/Ingredient],Insulin [EPC]"
Afrezza,,Insulin Human,KIT,,20140711,,,,,
Afrezza,,Insulin Human,KIT,,20140711,,,,,
Lomotil,,diphenoxylate hydrochloride and atropine sulfate,TABLET,ORAL,19600915,,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,.025; 2.5,mg/1; mg/1,"Antidiarrheal [EPC],Anticholinergic [EPC],Cholinergic Antagonists [MoA],Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]"
Synarel,,nafarelin acetate,"SPRAY, METERED",NASAL,19900213,,NAFARELIN ACETATE,2,mg/mL,"Gonadotropin Releasing Hormone Receptor Agonist [EPC],Gonadotropin Releasing Hormone Receptor Agonists [MoA]"
Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,SPIRONOLACTONE,25,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"
ALDACTAZIDE,,spironolactone and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19780101,,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,25; 25,mg/1; mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
ALDACTAZIDE,,spironolactone and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19780101,,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,50; 50,mg/1; mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"
Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,SPIRONOLACTONE,100,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"
Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,SPIRONOLACTONE,50,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"
Daypro,,OXAPROZIN,"TABLET, FILM COATED",ORAL,19921029,,OXAPROZIN,600,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
ARTHROTEC,,diclofenac sodium and misoprostol,"TABLET, FILM COATED",ORAL,19971224,,DICLOFENAC SODIUM; MISOPROSTOL,50; 200,mg/1; ug/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]"
ARTHROTEC,,diclofenac sodium and misoprostol,"TABLET, FILM COATED",ORAL,19971224,,DICLOFENAC SODIUM; MISOPROSTOL,75; 200,mg/1; ug/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]"
Cytotec,,misoprostol,TABLET,ORAL,19861227,,MISOPROSTOL,100,ug/1,"Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]"
Cytotec,,misoprostol,TABLET,ORAL,19861227,,MISOPROSTOL,200,ug/1,"Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]"
CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,CELECOXIB,50,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,CELECOXIB,100,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,CELECOXIB,200,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,CELECOXIB,400,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
Inspra,,eplerenone,"TABLET, FILM COATED",ORAL,20020927,,EPLERENONE,25,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"
Inspra,,eplerenone,"TABLET, FILM COATED",ORAL,20020927,,EPLERENONE,50,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"
Flagyl,,Metronidazole,"TABLET, FILM COATED",ORAL,19630718,,METRONIDAZOLE,500,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]"
Flagyl,,Metronidazole,"TABLET, FILM COATED",ORAL,19630718,,METRONIDAZOLE,250,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]"
CALAN,,verapamil hydrochloride,"TABLET, FILM COATED",ORAL,19840910,,VERAPAMIL HYDROCHLORIDE,80,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
CALAN,,verapamil hydrochloride,"TABLET, FILM COATED",ORAL,19840910,,VERAPAMIL HYDROCHLORIDE,120,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19861216,,VERAPAMIL HYDROCHLORIDE,240,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19910306,,VERAPAMIL HYDROCHLORIDE,120,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19891215,,VERAPAMIL HYDROCHLORIDE,180,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
Flagyl,,metronidazole,CAPSULE,ORAL,19950503,,METRONIDAZOLE,375,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]"
Flagyl ER,,Metronidazole,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19971126,,METRONIDAZOLE,750,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]"
Covera-HS,,verapamil hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,19960226,,VERAPAMIL HYDROCHLORIDE,180,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
Covera-HS,,verapamil hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,19960226,,VERAPAMIL HYDROCHLORIDE,240,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]"
Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19820720,,DISOPYRAMIDE PHOSPHATE,100,mg/1,Antiarrhythmic [EPC]
Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19820720,,DISOPYRAMIDE PHOSPHATE,150,mg/1,Antiarrhythmic [EPC]
Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19770901,,DISOPYRAMIDE PHOSPHATE,100,mg/1,Antiarrhythmic [EPC]
Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19770901,,DISOPYRAMIDE PHOSPHATE,150,mg/1,Antiarrhythmic [EPC]
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20070607,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20090731,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20051117,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20051117,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20051117,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20080704,,,,,
Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20090731,,,,,
BACTROBAN,,mupirocin,OINTMENT,TOPICAL,20000407,,MUPIROCIN,20,mg/g,"RNA Synthetase Inhibitor Antibacterial [EPC],RNA Synthetase Inhibitors [MoA]"
BACTROBAN,,mupirocin calcium,OINTMENT,TOPICAL,19960410,,MUPIROCIN CALCIUM,20,mg/g,"RNA Synthetase Inhibitor Antibacterial [EPC],RNA Synthetase Inhibitors [MoA]"
BACTROBAN,,mupirocin calcium,CREAM,TOPICAL,19980123,,MUPIROCIN CALCIUM,20,mg/g,"RNA Synthetase Inhibitor Antibacterial [EPC],RNA Synthetase Inhibitors [MoA]"
TIMENTIN,,ticarcillin disodium and clavulanate potassium,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,19901022,20150731,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM,1; 30,mg/mL; mg/mL,"Penicillin-class Antibacterial [EPC],Penicillins [Chemical/Ingredient],beta Lactamase Inhibitor [EPC],beta Lactamase Inhibitors [MoA]"
TIMENTIN,,ticarcillin disodium and clavulanate potassium,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,19901022,20150731,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM,1; 30,mg/mL; mg/mL,"Penicillin-class Antibacterial [EPC],Penicillins [Chemical/Ingredient],beta Lactamase Inhibitor [EPC],beta Lactamase Inhibitors [MoA]"
CHILDRENS DIMETAPP COLD AND COUGH,,"brompheniramine maleate, dextromethorphan HBr, phenylephrine HCl",LIQUID,ORAL,20060523,,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE,1; 5; 2.5,mg/5mL; mg/5mL; mg/5mL,
